ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
8.177174974,210.44877,18626.14931,7.271672365,,455.9274999,14.2479472,85.93042839,3.325638986,1
6.744799075,204.0843182,20215.69752,6.125251638,304.5279374,544.3393171,12.014243,72.60807608,4.86854263,1
7.603775446,214.682778,11459.62244,10.99999516,398.9208686,321.0690741,12.01067596,58.10070667,3.584985024,1
8.546145555,177.8462444,23349.48542,7.652073245,352.8170527,413.3215995,12.35738526,108.849568,3.505300168,1
5.432512085,231.3515758,14970.64724,9.180703192,409.9884608,448.8647411,10.83824882,65.54821586,3.874425315,1
7.71408936,194.7382822,27336.96262,7.631357066,322.0729563,347.8292033,10.64178919,63.72293291,3.182582857,1
8.154531511,168.0989354,21361.19705,6.19884398,,419.173312,12.30266857,59.88736706,2.460464867,1
,190.2191676,23094.87239,6.48198571,298.3561571,414.8891303,13.46179443,50.89523315,2.9770474,1
7.845879929,193.7849998,13769.86024,9.007161201,343.6208232,510.305603,13.76780176,99.17559467,3.667154205,1
7.156424495,197.9935375,27025.20696,6.734527285,359.7105172,448.4571607,12.51197343,49.29984943,2.958414712,1
5.694694238,240.7121821,7998.674511,8.124265428,,477.0478068,15.45930696,68.89560275,3.8706108,1
6.707685556,199.2853743,17435.34021,6.809945059,,454.73241,14.58729016,81.37845107,3.822668715,1
4.775221956,231.9985786,13978.17266,9.422100575,389.2195856,526.067651,17.20749438,73.94096997,3.223080865,1
,200.3152357,19947.43447,7.378235881,337.2314685,295.7570532,14.03399501,29.66814213,4.387208418,1
,205.1283035,17537.98962,8.025806109,396.0919174,318.5366329,13.86045341,93.71487616,2.999702321,1
8.501711439,193.9089061,21289.17959,7.108190294,,393.1766813,13.64323622,61.12507973,5.612295662,1
7.741245059,218.2371865,22824.69947,8.696478834,363.9927477,521.0162606,15.3106314,73.72307012,3.741143366,1
4.187490815,208.3741881,21809.70983,5.846112042,327.4742031,264.5080825,11.23514423,46.68259729,4.592959344,1
,142.1455656,45141.68604,6.03063996,240.1985048,369.280429,20.60555207,70.16838922,4.604724796,1
