ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
5.746529194,183.4717941,35633.26851,6.066386357,327.5578499,354.1744375,12.54887108,70.52597177,3.808372006,0
,192.9703798,11125.44354,4.954923177,324.7581837,332.956298,15.16457414,79.26457469,4.699120987,0
,248.9546551,25253.07906,8.921733175,296.8210343,482.8469391,14.14225093,69.10401166,3.941073832,0
10.8112895,209.10305,11848.22827,10.14106005,349.9232292,393.1864462,15.47487594,66.03031726,4.416183694,0
8.966835973,228.6913547,16764.85476,7.137871354,320.5559945,456.4264885,12.59999831,77.33013702,3.654354962,0
,212.449974,5699.504942,6.647839934,333.0524907,269.3446352,18.0824904,89.81605745,2.27639196,0
6.848805453,204.8127108,20555.55957,9.775004066,387.6863877,389.6382279,12.29875322,49.45204624,3.130044763,0
8.861701557,200.6122986,15247.12803,6.050225266,313.1270814,521.7741145,13.78042674,69.87048424,3.579107242,0
4.252985001,149.9386547,20497.82222,3.271144024,302.8198226,427.1137557,16.0869495,68.20087712,3.58830042,0
6.729829904,229.4077836,23114.03183,9.73335611,321.1604634,521.8355248,13.14044719,68.2520667,4.724321913,0
5.924540482,186.6200684,44376.18738,6.614180463,341.6377735,273.4468382,12.75811532,59.45669089,4.224342509,0
6.783888468,193.6535806,13677.10644,5.171453573,323.7286632,477.8546873,15.05606409,,3.250022229,0
7.390896679,219.3359778,25574.09172,8.76043438,,553.0576632,17.73037119,60.59843161,4.325131645,0
6.470151959,176.7363757,30594.28067,4.39313815,324.6592334,524.9097809,16.61424751,84.29970287,3.125391112,0
6.93039147,190.1893878,25780.05908,6.259352881,331.0302515,481.7375593,14.04948264,70.58636048,3.699796036,0
9.302441188,236.5807942,5230.63043,8.300402168,,367.8975629,12.86399234,18.10122217,3.675985498,0
7.421997644,220.3853144,15772.65317,9.157615312,319.9129388,463.2969139,16.98166011,80.26935417,3.603609581,0
6.583064856,163.3616035,17977.69394,6.542088,,383.1245035,18.09454383,44.13646887,3.772858553,0
6.204429354,211.640958,35439.68784,6.236836217,314.1313174,552.4627918,8.660869468,56.35009618,4.106807505,0
9.066628054,203.3841234,22710.45837,5.962836939,321.5859356,496.1614524,18.3676209,76.41651045,4.055421251,0
4.713116701,209.3420509,20070.56779,6.591108949,301.9655414,354.1701813,14.02383447,89.65078816,3.923356036,0
10.58138599,213.7764386,11298.45009,7.668897441,300.1846217,497.1691281,17.97129472,83.34530447,2.966945651,0
7.574261237,227.9846646,8672.527773,7.335361864,,433.6795425,11.23891367,54.86588904,3.686758983,0
6.138785152,158.422129,20129.97882,6.812142879,352.2299607,373.8436199,13.41781308,80.7310969,4.677289618,0
5.276323544,186.3825903,42063.8744,6.862988075,319.8379854,312.0025326,18.96441809,71.39897598,3.883029041,0
6.776879088,189.4388127,19663.79131,8.386403518,375.4573453,420.3573924,14.83156005,61.0504197,3.322065007,0
7.239415921,211.8728279,13911.82663,8.204071006,345.0439831,494.4169099,15.41647494,32.74561137,4.531825295,0
6.552279123,190.547678,15362.45238,6.928597413,356.3179748,353.0636591,14.89621036,,3.443385019,0
8.408766231,210.7954061,27662.3971,6.634210113,291.6876535,555.580978,12.34483405,67.06182356,2.372791477,0
7.986398706,202.0939398,20447.49013,5.689518474,,477.6688358,12.25839557,43.84169191,4.814779191,0
7.366915284,185.0435967,14151.76008,5.584369157,324.5704591,336.9568673,15.23382587,49.99703389,3.051316563,0
6.062738419,224.8411806,25842.58128,9.463390687,,385.3916191,13.07474968,85.35121382,4.369454697,0
7.8564711,204.7834281,5619.135558,5.816703198,343.5454193,432.0431198,14.94772039,55.96161318,4.534681098,0
5.15839641,189.2957887,35086.39696,6.736118027,340.8718191,331.5867258,12.90979781,61.3446637,4.645852435,0
,197.5707363,17439.44406,6.226491278,,406.0147939,16.69026572,68.96901782,3.458320001,0
6.39908051,230.0279326,23037.07683,10.51784849,316.0725606,452.9744803,13.62553323,,2.620538023,0
7.394255556,207.9630384,29917.82021,7.816294444,,392.4966653,13.17342626,79.78043756,4.263192772,0
4.443850856,240.1679012,24070.26365,9.768406489,338.0524372,533.968647,11.87758168,69.03652276,5.038118946,0
8.247148271,175.9118303,9913.963346,4.974506124,324.4333077,302.200496,11.07051143,71.43816536,3.94196926,0
4.902158989,214.6437558,28278.78928,9.915647165,337.137553,375.0363685,15.5031442,61.59103601,3.499048523,0
6.86313625,194.5866593,23610.51756,8.193416004,346.7680519,439.2296156,14.6597409,89.02719617,4.319777195,0
6.66953238,190.7511649,16246.17319,6.372975148,324.3418933,383.245825,7.85208554,86.44056052,1.964863097,0
7.595669984,207.1154702,13486.14219,6.192662701,328.2095662,452.445746,14.81063041,88.02036523,3.403393177,0
8.163076383,183.1618528,20335.67651,6.028559417,333.0844548,475.2964708,18.24809789,49.6048424,3.287243971,0
8.87027826,193.3699479,16854.12946,5.180105641,318.3546116,355.470925,19.03221887,58.80919944,4.182740665,0
8.769676022,215.3687416,13969.43886,7.548543437,322.7990702,369.0166668,18.91918835,54.75521406,3.776718462,0
4.737391257,215.5295107,30684.21164,8.781904578,,313.513502,11.07028905,62.9144208,3.853388072,0
7.790874862,196.4787124,24061.3496,6.78568519,350.1172538,471.5185364,15.34331564,44.54462707,3.076214341,0
,238.4095981,26493.07621,8.669944103,311.553679,369.2838639,11.75993045,91.2392992,3.241267187,0
6.0873061,214.556086,11628.33668,7.231926685,,344.0720282,13.23230789,98.68662042,3.666671803,0
7.651294226,200.7170513,11699.13355,6.64827278,349.2554448,420.8283622,18.86381748,52.90885102,3.258041647,0
4.771490669,200.3740756,48002.0846,9.165239145,340.3101758,310.9278353,18.76832821,63.66415534,3.936972573,0
,190.6306362,26913.37349,4.649166446,302.4175288,509.2848688,16.19894784,64.1019514,3.452821864,0
5.392057607,198.0171652,19900.40784,7.84322565,348.9519243,419.813956,14.61650918,80.56825165,2.978925445,0
5.477283049,165.4360934,29046.08352,5.523010781,370.8930851,488.7745948,17.26518634,80.23479708,6.35743852,0
6.364155674,193.5069028,22958.00999,6.674635069,,432.1943573,16.27182497,64.57685131,4.764412042,0
,226.7656465,39942.9539,8.594714509,,538.6218031,13.74474872,,4.863377535,0
8.347949483,231.2031014,13533.23003,7.623603583,313.6711274,527.380871,18.66390108,58.05286607,4.217861431,0
6.615981652,194.980636,20919.05143,6.136369824,,383.122057,9.684376378,41.33777496,4.635709127,0
8.312379503,203.7445475,8727.247349,7.456302258,,543.3929883,15.47040047,81.50868192,2.98809301,0
6.836224939,166.7429616,24293.17266,6.861235192,332.8815819,390.8049553,16.00699084,87.10192478,3.666613686,0
